type,id,control,cc_est,cc_err,cc_p,cc_bonferroni_fdr,cc_posneg,sex_est,sex_err,sex_p,sex_bonferroni_fdr,sex_posneg,meaning
node,132280,NoCNV_Control,-0.875379899164714,1.00348211336846,0.383021665483547,1.0,-,-1.24371139726709,0.0805884834542134,9.83991592241381e-54,1.768626487894658e-49,-,S52.50 Fracture of lower end of radius (closed)
node,83170,NoCNV_Control,-11.8898359525686,161.981011257024,0.94148570654973,1.0,-,-0.628023740713914,0.0754305424700028,8.37224075908579e-17,1.5048265540380799e-12,-,M67.4 Ganglion
node,51130,NoCNV_Control,-0.6437874784505,0.452755189446573,0.155045744649881,1.0,-,0.0391895716088187,0.0333197853526674,0.239528872495859,1.0,+,K62.5 Haemorrhage of anus and rectum
node,19450,NoCNV_Control,0.429643648846737,0.347676027321552,0.216548299391219,1.0,+,-7.70963375429252,0.996843069579404,1.04178405517445e-14,1.8725026607705563e-10,-,"D25.9 Leiomyoma of uterus, unspecified"
node,14300,NoCNV_Control,-11.2146008074971,161.541569005812,0.944653412182698,1.0,-,0.762598774105335,0.102368345062126,9.365450011482331e-14,1.6833459850638341e-09,+,C44.4 Skin of scalp and neck
node,3180,NoCNV_Control,1.22049766875354,0.506739818898901,0.0160169433790064,1.0,+,-0.105740050374467,0.0915301889374425,0.247988961071869,1.0,-,A04.8 Other specified bacterial intestinal infections
node,48140,NoCNV_Control,-11.2454554463237,268.350242076841,0.966573721814088,1.0,-,-0.234399735351627,0.162201096287296,0.148424723942011,1.0,-,K04.5 Chronic apical periodontitis
node,49020,NoCNV_Control,0.524104289865016,0.286780577797991,0.067617930158461,1.0,+,0.283246020824013,0.036064508357355,4.03387007299186e-15,7.25047806919557e-11,+,K21.0 Gastro-oesophageal reflux disease with oesophagitis
node,27540,NoCNV_Control,0.468827833737906,0.712605001228769,0.510597878659348,1.0,+,1.06704993530585,0.0982326986121005,1.73974928152765e-27,3.127025358617798e-23,+,F10.0 Acute intoxication
node,127980,NoCNV_Control,0.816567797368266,0.583323211953004,0.161556804172136,1.0,+,0.591804402360277,0.0881549814331579,1.9036659720655398e-11,3.421649218190601e-07,+,S09.9 Unspecified injury of head
node,36920,NoCNV_Control,0.951768597157783,0.506250847611141,0.0601035005367329,1.0,+,-0.0391733063552551,0.0799429380446788,0.624122686409304,1.0,-,H25.0 Senile incipient cataract
node,50040,NoCNV_Control,-0.0315375607319634,0.331128011812627,0.924121970851064,1.0,-,2.79209997664315,0.0602415396646737,0.0,0.0,+,"K40.9 Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
node,49370,NoCNV_Control,-11.7396047125247,435.489472896619,0.978493819978996,1.0,-,1.11844919165914,0.22620215632501,7.63523098150591e-07,0.013723564166158723,+,K26.7 Chronic without haemorrhage or perforation
node,12980,NoCNV_Control,-11.2524156960871,1196.1897074263,0.99249450460067,1.0,-,0.661313457252317,0.730328083923062,0.365199561278288,1.0,+,C16.4 Pylorus
node,10030,NoCNV_Control,-11.0122663803661,442.639497042504,0.980151768945431,1.0,-,0.150507405883245,0.294961616629635,0.60986863010721,1.0,+,"B50.9 Plasmodium falciparum malaria, unspecified"
node,32840,NoCNV_Control,-12.1069209041007,266.678758148991,0.963789361850488,1.0,-,-0.717459264762285,0.112844922781622,2.04500697464194e-10,3.675695536221423e-06,-,G35 Multiple sclerosis
node,24320,NoCNV_Control,-11.2281464243317,729.997751303755,0.987728165689733,1.0,-,0.0551312812633694,0.43698387127192,0.899602744835519,1.0,+,E23.6 Other disorders of pituitary gland
node,107770,NoCNV_Control,1.1390917087514,1.00814207210233,0.258521715848278,1.0,+,-17.6866627889971,393.738337052407,0.964171203406319,1.0,-,O20.0 Threatened abortion
node,75490,NoCNV_Control,-11.7989296300905,442.499922640118,0.978727525429718,1.0,-,0.210094387444994,0.199210449041585,0.291592116601172,1.0,+,M47.26 Other spondylosis with radiculopathy (Lumbar region)
node,18930,NoCNV_Control,-0.291972064918547,1.00323962544295,0.771028957266347,1.0,-,-0.0498253413025304,0.0866028869920679,0.565067336928035,1.0,-,D17.2 Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs
node,18920,NoCNV_Control,0.235745390514659,0.711524707570628,0.740399575472555,1.0,+,0.258301550335202,0.0793260884921584,0.0011291448012204,1.0,+,D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk
node,49790,NoCNV_Control,0.281270587945871,0.453281314015576,0.534914812779946,1.0,+,-0.275524615620127,0.0525099165763929,1.54514717840761e-07,0.002777247538469838,-,K31.7 Polyp of stomach and duodenum
node,18470,NoCNV_Control,0.96533818053172,0.50647840137561,0.056652678323689,1.0,+,0.426222579276872,0.0809033818842497,1.37699508325417e-07,0.002475010962641045,+,D12.0 Caecum
node,16520,NoCNV_Control,-10.8889269951266,729.352227596011,0.988088356129143,1.0,-,-0.255079795621914,0.527089716714436,0.62842845400417,1.0,-,"C82.0 Small cleaved cell, follicular"
node,42310,NoCNV_Control,0.366575698502832,0.262042839118361,0.161838427867925,1.0,+,0.935482117242859,0.032228207861836,3.01968411462842e-185,5.427580227633122e-181,+,I48 Atrial fibrillation and flutter
node,184780,NoCNV_Control,-11.2472948872885,268.53886734947,0.966591726581286,1.0,-,-0.0785542055143085,0.160297378082939,0.624096419521891,1.0,-,"Z03.9 Observation for suspected disease or condition, unspecified"
node,50780,NoCNV_Control,0.232286880556277,0.220871301211146,0.292944414924562,1.0,+,0.073085197372413,0.0240786198629325,0.0024031763311007,1.0,+,K57.3 Diverticular disease of large intestine without perforation or abscess
node,29480,NoCNV_Control,0.891926375403721,0.324942815865087,0.0060534538266579,1.0,+,-0.380809957737062,0.0503839565342303,4.08813932913853e-14,7.348021630193594e-10,-,"F41.9 Anxiety disorder, unspecified"
node,3550,NoCNV_Control,0.133451185927243,0.414651386852714,0.747574304980304,1.0,+,-0.214850234339221,0.0444752293122242,1.35996353114086e-06,0.024443984508725817,-,A09.9 Gastroenteritis and colitis of unspecified origin
node,42880,NoCNV_Control,-11.6284474185769,437.354372084207,0.978788217973685,1.0,-,0.949842516459287,0.231839530664478,4.18570403019458e-05,0.7523384423871737,+,I62.0 Subdural haemorrhage (acute) (nontraumatic)
node,35840,NoCNV_Control,1.10463491179173,0.506509632892011,0.0291925586810982,1.0,+,-0.0591985794627109,0.086251524834605,0.492493556272895,1.0,-,H02.8 Other specified disorders of eyelid
node,65650,NoCNV_Control,-0.112096483184738,0.582042843059268,0.847278930613766,1.0,-,0.125839023336319,0.0547033397579161,0.0214261270069192,1.0,+,M17.1 Other primary gonarthrosis
node,19010,NoCNV_Control,0.91974078583911,0.583158109697135,0.114755897155326,1.0,+,-0.0750411337573116,0.0910844052057743,0.410017016444514,1.0,-,"D18.0 Haemangioma, any site"
node,16630,NoCNV_Control,-11.0789215290944,710.923750003431,0.987566398427942,1.0,-,1.47246883627654,0.562772124154145,0.0088847659410757,1.0,+,C83.1 Small cleaved cell (diffuse)
node,26830,NoCNV_Control,0.477091726856876,0.58253674744422,0.412792162039523,1.0,+,0.0985918819116254,0.0728880438750456,0.176168043764688,1.0,+,E87.1 Hypo-osmolality and hyponatraemia
node,52980,NoCNV_Control,0.499901416728808,0.385671346799136,0.194911754234214,1.0,+,0.691302791383385,0.0500068186137541,1.82200379669902e-43,3.274869624186819e-39,+,L03.1 Cellulitis of other parts of limb
node,42970,NoCNV_Control,-11.1965794038251,266.60147091038,0.96650073852746,1.0,-,0.719031839782738,0.16892896884013,2.07730724976829e-05,0.3733752050733525,+,I63.5 Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries
node,19510,NoCNV_Control,0.0221475049437113,1.00559909479457,0.982428659849679,1.0,+,-17.7990443170153,238.890592237516,0.940606894979347,1.0,-,D27 Benign neoplasm of ovary
node,44650,NoCNV_Control,-11.6125503869824,727.649637270023,0.987267111940949,1.0,-,0.476018574149803,0.364039091433944,0.191008030468736,1.0,+,I89.8 Other specified non-infective disorders of lymphatic vessels and lymph nodes
node,45860,NoCNV_Control,-11.0974508751554,268.505268024815,0.967032436479377,1.0,-,0.121202741737854,0.171650850260287,0.480125675062528,1.0,+,J32.0 Chronic maxillary sinusitis
node,67980,NoCNV_Control,0.0460352733495244,1.00369973331714,0.963417386141572,1.0,+,0.406785333878786,0.1027135989179,7.48292136136244e-05,1.0,+,M23.33 Other meniscus derangements (Medial collateral ligament or Other and unspecified medial meniscus)
node,38490,NoCNV_Control,1.9156245843011,0.508802494467833,0.0001665711016831,1.0,+,0.199627578699561,0.127734835497432,0.118093054182406,1.0,+,H53.8 Other visual disturbances
node,48160,NoCNV_Control,-11.9104031331933,268.562863442129,0.96462648469252,1.0,-,0.0064112307447587,0.11482940886853,0.955475120749876,1.0,+,K04.7 Periapical abscess without sinus
node,45880,NoCNV_Control,-10.8201928297245,442.363818930326,0.980485736745523,1.0,-,0.255899988366937,0.324963660264689,0.431005244134616,1.0,+,J32.2 Chronic ethmoidal sinusitis
node,18550,NoCNV_Control,-0.190042147421216,0.711322187558633,0.789340223170987,1.0,-,0.531133536075798,0.0654657219611576,4.93221746293155e-16,8.865167667873167e-12,+,D12.8 Rectum
node,29170,NoCNV_Control,0.596657346084817,0.253425330045047,0.0185540630995208,1.0,+,-0.348045670661415,0.0334779764468391,2.57862297450225e-25,4.6348169343703445e-21,-,"F32.9 Depressive episode, unspecified"
node,123060,NoCNV_Control,0.521392575250083,0.206179160671433,0.0114442608649256,1.0,+,0.209687021479165,0.0251652939732179,7.92270538427052e-17,1.4240270657687834e-12,+,"R07.4 Chest pain, unspecified"
node,13770,NoCNV_Control,-11.399865110027,729.351062928559,0.987529453934619,1.0,-,-0.255108428727661,0.408304403373773,0.532102591929278,1.0,-,"C34.2 Middle lobe, bronchus or lung"
node,44330,NoCNV_Control,0.291672660451653,0.505535221546632,0.563967734505773,1.0,+,0.175822234393839,0.0577137040442235,0.002315567082715,1.0,+,I84.2 Internal haemorrhoids without complication
node,21570,NoCNV_Control,-15.6820522043206,21865.2506379151,0.999427746497399,1.0,-,16.6445073074462,1636.70671591174,0.991886043864926,1.0,+,D59.4 Other nonautoimmune haemolytic anaemias
node,86630,NoCNV_Control,1.3886079891327,0.454703577675308,0.002259060201608,1.0,+,-0.269611842784684,0.089978897306667,0.0027319703557882,1.0,-,M75.0 Adhesive capsulitis of shoulder
node,33520,NoCNV_Control,0.0555430759611998,0.506675544118975,0.912708709230227,1.0,+,1.15618698120177,0.0578479042724801,7.19392405441381e-89,1.293035909540338e-84,+,G47.3 Sleep apnoea
node,3570,NoCNV_Control,-10.9579049027952,1191.82855151188,0.992664196582529,1.0,-,0.843631572693339,0.866051808254061,0.330000866745988,1.0,+,"A15.0 Tuberculosis of lung, confirmed by sputum microscopy with or without culture"
node,50460,NoCNV_Control,-11.0058839985186,267.368152986903,0.967165328050667,1.0,-,0.556682225156195,0.182699799034903,0.0023115480875121,1.0,+,K51.2 Ulcerative (chronic) proctitis
node,56800,NoCNV_Control,-11.7996362777239,268.547312838704,0.964953218069519,1.0,-,0.0629778907286231,0.121130330925337,0.603120433692254,1.0,+,L98.8 Other specified disorders of skin and subcutaneous tissue
node,103520,NoCNV_Control,-11.4835540335136,268.543424958114,0.96589095874382,1.0,-,-0.070625979468083,0.142446079720928,0.620029515608072,1.0,-,N30.8 Other cystitis
node,185230,NoCNV_Control,-0.592991867288419,0.581435562423511,0.307787524754109,1.0,-,-0.0225242805477314,0.0435845579991411,0.605299288437496,1.0,-,Z12.1 Special screening examination for neoplasm of intestinal tract
node,14960,NoCNV_Control,-16.1831123078243,4953.64384721013,0.997393386992215,1.0,-,-16.9766022194044,393.717053659694,0.965606842466087,1.0,-,"C53.9 Cervix uteri, unspecified"
node,17060,NoCNV_Control,0.756762044761208,1.00513373538109,0.451511888284613,1.0,+,0.587739057093147,0.148323648590009,7.41551813877717e-05,1.0,+,C90.0 Multiple myeloma
node,105570,NoCNV_Control,0.859042186621318,0.305656160959269,0.0049466828771979,1.0,+,-17.5505710521298,87.8679063054936,0.841685393322657,1.0,-,N84.0 Polyp of corpus uteri
node,33220,NoCNV_Control,0.724676576421119,0.506792222714911,0.152737578890931,1.0,+,-0.961140847798399,0.0820853968365939,1.1457517191154601e-31,2.0593741399381282e-27,-,"G43.9 Migraine, unspecified"
node,123150,NoCNV_Control,0.160798711053686,0.360934722176069,0.655953871092088,1.0,+,-0.325134456901361,0.0395507005642269,2.0231823834688599e-16,3.636468016046929e-12,-,R10.1 Pain localised to upper abdomen
node,56420,NoCNV_Control,-11.7497095827193,268.473450378994,0.965091818254313,1.0,-,-0.151122742912179,0.125385919584404,0.228102609224007,1.0,-,L91.8 Other hypertrophic disorders of skin
node,14330,NoCNV_Control,-11.9304415877645,268.302455791855,0.964532642506509,1.0,-,-0.258608158058072,0.115607647067147,0.0252898162186019,1.0,-,"C44.7 Skin of lower limb, including hip"
node,14260,NoCNV_Control,-11.7928913020472,441.576108068182,0.978693938964879,1.0,-,-0.440931304556711,0.207865968722628,0.0339025425753875,1.0,-,C44.0 Skin of lip
node,14270,NoCNV_Control,-11.1091598947376,162.891646819577,0.945626673361342,1.0,-,0.0054255331590225,0.10404979676349,0.958414255755073,1.0,+,"C44.1 Skin of eyelid, including canthus"
node,19220,NoCNV_Control,-11.5104348569423,436.654640225362,0.978969799237017,1.0,-,-1.05437331195671,0.268827219865072,8.7772312013934e-05,1.0,-,"D22.1 Melanocytic naevi of eyelid, including canthus"
node,41110,NoCNV_Control,0.343622268916171,0.288662385394952,0.233891165560724,1.0,+,1.07262218411321,0.0362215444945964,1.02179445813912e-192,1.8365733590592545e-188,+,"I25.9 Chronic ischaemic heart disease, unspecified"
node,104620,NoCNV_Control,-12.1124058953616,250.63758150463,0.961456134443061,1.0,-,-3.59593450777803,0.320042128207487,2.71968906243296e-29,4.888369120817002e-25,-,N63 Unspecified lump in breast
node,44390,NoCNV_Control,-0.192330677625203,0.711167580313828,0.786819047847528,1.0,-,0.284381908256598,0.0643840074377294,1.00096424454139e-05,0.17991331331386942,+,I84.8 Unspecified haemorrhoids with other complications
node,14790,NoCNV_Control,-16.5089023054643,4953.24010719985,0.997340695465403,1.0,-,-17.3025545837781,393.716920862576,0.964946899782489,1.0,-,C50.3 Lower-inner quadrant of breast
node,124670,NoCNV_Control,-0.823209457803027,1.00170950473666,0.411188127252799,1.0,-,0.0615768574379919,0.0664601535934475,0.354174276941234,1.0,+,R53 Malaise and fatigue
node,49000,NoCNV_Control,-0.345086908797601,0.453012623948047,0.446203241522089,1.0,-,0.358291671042506,0.0383908147668536,1.0316415275383e-20,1.8542724815973405e-16,+,K20 Oesophagitis
node,49670,NoCNV_Control,-0.730246560793272,0.413429355280126,0.0773429802960437,1.0,-,-0.0873167363959518,0.0295941772235483,0.0031729070617025,1.0,-,"K29.7 Gastritis, unspecified"
node,5130,NoCNV_Control,0.0689825811538722,0.582225496645622,0.905686654881303,1.0,+,0.273807151561145,0.0598338903823536,4.73675536505439e-06,0.08513844093148762,+,"A41.9 Septicaemia, unspecified"
node,108870,NoCNV_Control,-15.7010364986416,22206.2442689249,0.999435851762444,1.0,-,-16.4940281826978,1764.51918593285,0.992541798986048,1.0,-,O35.2 Maternal care for (suspected) hereditary disease in foetus
node,14320,NoCNV_Control,0.158616147290021,1.00388308163313,0.874454741867308,1.0,+,0.478845780452827,0.10916516246621,1.15224104907584e-05,0.20710380616089147,+,"C44.6 Skin of upper limb, including shoulder"
node,14200,NoCNV_Control,-11.4169030347481,266.120873743107,0.965780297544694,1.0,-,0.806059860065136,0.153070368929093,1.39471446564687e-07,0.0025068597805536844,+,C43.5 Malignant melanoma of trunk
node,65540,NoCNV_Control,-11.5469988256572,268.562668504315,0.965705083583164,1.0,-,-0.0095595837541645,0.137643244777873,0.944629924854096,1.0,-,"M16.0 Primary coxarthrosis, bilateral"
node,44370,NoCNV_Control,-0.959193693876899,1.00167163102919,0.338268054641981,1.0,-,-0.438297317292559,0.0647259157909445,1.27375320466775e-11,2.2894440100698137e-07,-,I84.6 Residual haemorrhoidal skin tags
node,75850,NoCNV_Control,3.81258699025954,1.05652777244798,0.0003078528703453,1.0,+,-0.698432428201019,0.690225909392986,0.31159083629296,1.0,-,M48.08 Spinal stenosis (Sacral and sacrococcygeal region)
node,18680,NoCNV_Control,-11.2404064406453,441.611440504755,0.979693509658103,1.0,-,0.428343205005722,0.265233622052787,0.106318120594172,1.0,+,"D14.0 Middle ear, nasal cavity and accessory sinuses"
node,21050,NoCNV_Control,-11.994561364878,162.880657693526,0.941296696878389,1.0,-,-0.0668934280938703,0.0674395143361465,0.321245051675478,1.0,-,D50.8 Other iron deficiency anaemias
node,41370,NoCNV_Control,0.947225228560757,1.00600102519245,0.346410369246887,1.0,+,1.01148251951686,0.174148235977001,6.315945681986121e-09,0.00011352280768801853,+,"I31.9 Disease of pericardium, unspecified"
node,18360,NoCNV_Control,-11.2444447253668,442.784606982192,0.979740026007167,1.0,-,0.0122860317094372,0.263326688118715,0.962786606802693,1.0,+,D10.3 Other and unspecified parts of mouth
node,125180,NoCNV_Control,-0.457328643898252,0.384167561446017,0.233873282445371,1.0,-,-0.0790260476189681,0.0311238910137232,0.0111144421328583,1.0,-,R69 Unknown and unspecified causes of morbidity
node,3510,NoCNV_Control,-11.6792168432501,268.555559731709,0.96531172077216,1.0,-,0.0434505545122118,0.128662728572177,0.735582532183755,1.0,+,"A08.4 Viral intestinal infection, unspecified"
node,77510,NoCNV_Control,0.158468285202977,0.582220718034292,0.785484345309141,1.0,+,-0.0056073439627258,0.0625468364511406,0.928565095026634,1.0,-,M51.1 Lumbar and other intervertebral disk disorders with radiculopathy
node,13290,NoCNV_Control,-11.2766277349739,438.18700920706,0.979468916366818,1.0,-,0.868854474358391,0.272829782762585,0.0014495284501752,1.0,+,C22.0 Liver cell carcinoma
node,66360,NoCNV_Control,2.44174200443308,0.72024143775006,0.0006984890851907,1.0,+,0.0129127948924854,0.234755520472652,0.956134251367768,1.0,+,M20.0 Deformity of finger(s)
node,126820,NoCNV_Control,0.535165549169369,1.00460908099485,0.594234173471277,1.0,+,0.578453600851846,0.132772845882107,1.32028311412287e-05,0.23730768693244467,+,S01.0 Open wound of scalp
node,65550,NoCNV_Control,-0.073207026425855,0.711193575720193,0.91801420692628,1.0,-,0.0080382857782939,0.0682388944963016,0.906229102059979,1.0,+,M16.1 Other primary coxarthrosis
node,26880,NoCNV_Control,1.04762868921853,0.506460708231195,0.0385903015512813,1.0,+,-0.225026959242614,0.0848476223810278,0.0079985642832404,1.0,-,E87.6 Hypokalaemia
